tab delimited	contribution
data_model_version	description
1.0	Downloaded from KdD at 2026-08-14T14:54:01.167Z.
>>>>>>>>>>
tab delimited	kds
contribution_id	rock_types	minerals	element	kd	kd_sigma	kd_low	kd_high	kd_definition	kd_types
212	Basalt:Peridotite	Clinopyroxene	Yb			0.166	0.713	Solid-Melt	Experimental
212	Basalt:Peridotite	Clinopyroxene	U			0.002	0.012	Solid-Melt	Experimental
212	Basalt:Peridotite	Clinopyroxene	Nb			0.008	0.045	Solid-Melt	Experimental
216	Basalt	Clinopyroxene	Eu			0.68	3.65	Solid-Melt	Experimental
212	Basalt:Peridotite	Clinopyroxene	Th			0.003	0.014	Solid-Melt	Experimental
216	Basalt	Clinopyroxene	Ti			0.12	0.64	Solid-Melt	Experimental
216	Basalt	Clinopyroxene	Yb			0.65	3.37	Solid-Melt	Experimental
216	Basalt	Clinopyroxene	La	0.51				Solid-Melt	Experimental
216	Basalt	Clinopyroxene	Sm	2.62				Solid-Melt	Experimental
212	Basalt:Peridotite	Clinopyroxene	Y			0.165	0.738	Solid-Melt	Experimental
216	Basalt	Clinopyroxene	Ce			0.24	0.8	Solid-Melt	Experimental
216	Basalt	Clinopyroxene	Dy			0.65	2.37	Solid-Melt	Experimental
216	Basalt	Clinopyroxene	Ti	0.55				Solid-Melt	Experimental
216	Basalt	Clinopyroxene	Dy	2.13				Solid-Melt	Experimental
212	Basalt:Peridotite	Clinopyroxene	Hf			0.049	0.344	Solid-Melt	Experimental
216	Basalt	Clinopyroxene	Yb	2.56				Solid-Melt	Experimental
216	Basalt	Clinopyroxene	Sr			0.11	0.56	Solid-Melt	Experimental
216	Basalt	Clinopyroxene	Gd			0.59	1.55	Solid-Melt	Experimental
216	Basalt	Clinopyroxene	Y			0.65	2.48	Solid-Melt	Experimental
216	Basalt	Clinopyroxene	Ce	0.82				Solid-Melt	Experimental
216	Basalt	Clinopyroxene	Zr	0.28				Solid-Melt	Experimental
216	Basalt	Clinopyroxene	Sr	0.48				Solid-Melt	Experimental
216	Basalt	Clinopyroxene	Y	2.95				Solid-Melt	Experimental
212	Basalt:Peridotite	Clinopyroxene	Ce			0.019	0.148	Solid-Melt	Experimental
212	Basalt:Peridotite	Clinopyroxene	Lu			0.149	0.718	Solid-Melt	Experimental
216	Basalt	Clinopyroxene	Gd	3.69				Solid-Melt	Experimental
216	Basalt	Clinopyroxene	Zr			0.27	1.01	Solid-Melt	Experimental
227	Basalt	Clinopyroxene	Zr	0.119				Solid-Melt	Experimental
216	Basalt	Clinopyroxene	Sm			0.64	2.24	Solid-Melt	Experimental
227	Basalt	Clinopyroxene	Nb	0.119				Solid-Melt	Experimental
216	Basalt	Clinopyroxene	Er			0.56	1.43	Solid-Melt	Experimental
227	Basalt	Clinopyroxene	Sm	0.293				Solid-Melt	Experimental
216	Basalt	Clinopyroxene	Nd	1.69				Solid-Melt	Experimental
216	Basalt	Clinopyroxene	La			0.14	0.47	Solid-Melt	Experimental
216	Basalt	Clinopyroxene	Nd			0.46	1.67	Solid-Melt	Experimental
229	Garnet Pyroxenite:Basalt	Clinopyroxene	Ba	0.005	0.002			Solid-Melt	Experimental
229	Garnet Pyroxenite:Basalt	Clinopyroxene	La	0.034	0.006			Solid-Melt	Experimental
229	Garnet Pyroxenite:Basalt	Clinopyroxene	Hf	0.13	0.03			Solid-Melt	Experimental
229	Garnet Pyroxenite:Basalt	Clinopyroxene	U			0.0094	0.024	Solid-Melt	Experimental
227	Basalt	Clinopyroxene	Er	0.37				Solid-Melt	Experimental
227	Basalt	Clinopyroxene	Lu	0.449				Solid-Melt	Experimental
233	Peridotite:Basalt	Clinopyroxene	Sm			0.18	0.4	Solid-Melt	Calculated
233	Peridotite:Basalt	Clinopyroxene	Dy			0.31	0.55	Solid-Melt	Calculated
233	Peridotite:Basalt	Clinopyroxene	Zr			0.06	0.83	Solid-Melt	Calculated
229	Garnet Pyroxenite:Basalt	Clinopyroxene	Pb	0.2	0.1			Solid-Melt	Experimental
233	Peridotite:Basalt	Clinopyroxene	Ce			0.05	0.14	Solid-Melt	Calculated
230	Peridotite:Basalt	Clinopyroxene	La			0.034	0.155	Solid-Melt	Experimental
233	Peridotite:Basalt	Clinopyroxene	Yb			0.32	0.53	Solid-Melt	Calculated
230	Peridotite:Basalt	Clinopyroxene	Lu			0.505	1.333	Solid-Melt	Experimental
233	Peridotite:Basalt	Clinopyroxene	Sr			0.1	0.46	Solid-Melt	Calculated
229	Garnet Pyroxenite:Basalt	Clinopyroxene	B	0.19	0.019			Solid-Melt	Experimental
229	Garnet Pyroxenite:Basalt	Clinopyroxene	Li			0.13	0.22	Solid-Melt	Experimental
233	Peridotite:Basalt	Clinopyroxene	Nb			0.05	1.24	Solid-Melt	Calculated
233	Peridotite:Basalt	Clinopyroxene	Y			0.32	0.56	Solid-Melt	Calculated
229	Garnet Pyroxenite:Basalt	Clinopyroxene	Cr	2.8	0.5			Solid-Melt	Experimental
233	Peridotite:Basalt	Clinopyroxene	Ti			0.1	0.9	Solid-Melt	Calculated
229	Garnet Pyroxenite:Basalt	Clinopyroxene	Y	0.37	0.06			Solid-Melt	Experimental
229	Garnet Pyroxenite:Basalt	Clinopyroxene	Nb	0.0029	0.0008			Solid-Melt	Experimental
229	Garnet Pyroxenite:Basalt	Clinopyroxene	Nd	0.24	0.01			Solid-Melt	Experimental
229	Garnet Pyroxenite:Basalt	Clinopyroxene	Sm	0.31	0.02			Solid-Melt	Experimental
229	Garnet Pyroxenite:Basalt	Clinopyroxene	V	1.1	0.2			Solid-Melt	Experimental
229	Garnet Pyroxenite:Basalt	Clinopyroxene	Rb	0.015	0.002			Solid-Melt	Experimental
229	Garnet Pyroxenite:Basalt	Clinopyroxene	Zr	0.09	0.01			Solid-Melt	Experimental
227	Basalt	Clinopyroxene	Ce	0.07				Solid-Melt	Experimental
229	Garnet Pyroxenite:Basalt	Clinopyroxene	Sr	0.067	0.003			Solid-Melt	Experimental
229	Garnet Pyroxenite:Basalt	Clinopyroxene	Lu	0.38	0.06			Solid-Melt	Experimental
229	Garnet Pyroxenite:Basalt	Clinopyroxene	Ta	0.008	0.002			Solid-Melt	Experimental
227	Basalt	Clinopyroxene	Hf	0.2				Solid-Melt	Experimental
229	Garnet Pyroxenite:Basalt	Clinopyroxene	Th			0.0083	0.02	Solid-Melt	Experimental
233	Peridotite:Basalt	Clinopyroxene	La			0.03	0.09	Solid-Melt	Calculated
233	Peridotite:Basalt	Clinopyroxene	Nd			0.11	0.27	Solid-Melt	Calculated
233	Peridotite:Basalt	Clinopyroxene	Er			0.34	0.56	Solid-Melt	Calculated
233	Peridotite:Basalt	Clinopyroxene	Rb			0.29	3.36	Solid-Melt	Calculated
227	Basalt	Clinopyroxene	Nd	0.178				Solid-Melt	Experimental
227	Basalt	Clinopyroxene	Yb	0.4				Solid-Melt	Experimental
229	Garnet Pyroxenite:Basalt	Clinopyroxene	Be	0.024	0.03			Solid-Melt	Experimental
227	Basalt	Clinopyroxene	Eu	0.32				Solid-Melt	Experimental
227	Basalt	Clinopyroxene	Dy	0.38				Solid-Melt	Experimental
227	Basalt	Clinopyroxene	Ti	0.34				Solid-Melt	Experimental
227	Basalt	Clinopyroxene	Sr	0.095				Solid-Melt	Experimental
227	Basalt	Clinopyroxene	Y	0.412				Solid-Melt	Experimental
230	Peridotite:Basalt	Clinopyroxene	Sm			0.218	0.793	Solid-Melt	Experimental
230	Peridotite:Basalt	Clinopyroxene	Ho			0.443	1.345	Solid-Melt	Experimental
